,count,hate_speech,offensive_language,neither,class,tweet
12127,3,0,0,3,2,International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL
12128,3,0,0,3,2,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9
12129,3,0,0,3,2,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ
12135,3,0,1,2,2,Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else
12149,3,0,1,2,2,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily
12150,3,0,1,2,2,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily
12154,3,0,0,3,2,Is Yankee in a good mood today or what
12156,3,1,0,2,2,Is dare any colored players in hockey?
12157,3,0,1,2,2,"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM"
12158,3,0,1,2,2,Is it weird licking your own nip?
12165,3,0,0,3,2,Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers
12175,6,1,0,5,2,Islamic Jihadis run away to Pakistan @PureMonotheist @BemetOr8 #UniteBlue
12177,3,0,0,3,2,It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;
12191,3,0,1,2,2,It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt
12195,3,0,0,3,2,"It feels awkward to have the @Yankees playing against the @Reds. I mean
12215,3,1,0,2,2,It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;
12221,3,0,0,3,2,It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!
12226,3,0,0,3,2,"It's a bird? It's a plane? No
12230,3,0,0,3,2,It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!
12231,3,0,0,3,2,"It's a plane
12235,3,0,0,3,2,"It's almost Christmas
12249,3,0,0,3,2,It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T
12255,3,0,0,3,2,"It's just not the same
12278,3,0,0,3,2,It's scientifically proven that no one can not cry at least once while watching Charlie St. Cloud.
12283,3,1,0,2,2,It's stuff like this that makes black people look retarded. It's not expressing yourself its stupidity http://t.co/MxbGfPvICF
12287,3,1,0,2,2,It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.
12295,3,1,0,2,2,"It's weird but I miss Robertson Screwdrivers :( --&gt; From &#8216;toque&#8217; to &#8216;mickey
12298,3,1,0,2,2,"Its #ArabSpring Training
12317,3,0,0,3,2,Its suppose to be yellow but we dont do yellow &#127821;&#128520;&#128127;&#128127;&#128520;&#128127;&#128127;&#128127; http://t.co/y1hLiBjQmn
12335,3,0,0,3,2,"Jamaica populated with island hillbillies. Even linguistics are kind of the same
12346,3,0,0,3,2,Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube
12361,3,0,0,3,2,Jeter almost broke Yankee stadium
12362,3,0,1,2,2,Jets trash
12364,3,1,0,2,2,Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews
12365,6,2,1,3,2,Jihadi John has struck again. Prayers with the victims' families. What is the #bounty on His head? Time 4 him 2 meet allah
12367,3,0,0,3,2,"Jihadi pop music debates: &#8220;yo
12368,3,0,0,3,2,Jihadi propaganda ploy:US had Gulf countries publish pics of their pilots 2 deflect Sunnis anger from itself &amp; iran http://t.co/pFxYby2c15
12369,3,0,0,3,2,Jihadi rehab needs to account for the unpleasant fact that it's the worst behaviors that *attract* participants. http://t.co/nJJGA7S5LQ
12370,3,0,0,3,2,Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk
12371,3,0,1,2,2,Jihadis Turn Washington National Cathedral Into Mosque For Friday Prayers http://t.co/4AHp4t86bP #lnyhbt #ccot #teaparty #gop #tgdn
12372,3,1,0,2,2,Jihadis are running a claim that the King of #Saudi Arabia died two days ago. Must be the bombs falling on em that r making em hallucinate.
12373,3,0,0,3,2,Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ
12374,3,1,0,2,2,Jihadis circulating a video of the killing by Boko Haram of a Nigerian pilot captured after his helicopter was shoot down
12376,3,0,0,3,2,"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name
12377,3,0,0,3,2,Jihadis identify a man from #Indonesia as the one who carried a massive suicide bombing on Speicher camp #Iraq http://t.co/h1hjHYnbY2
12378,3,0,0,3,2,Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?
12379,3,0,0,3,2,Jihadis seem to be more upset over the location of the Jedah conference in #Saudi than its purpose #ISIS
12380,3,0,0,3,2,Jihadis specifically asking for international schools in #Saudi to be targeted #RealThreat http://t.co/NV5qbZaviv
12381,3,0,0,3,2,Jihadis taunting America &amp; spreading paranoia: tents that appeared in a video of a Daesh training camp near Mosul. http://t.co/GH3EbBfB3t
12383,3,0,1,2,2,"Jindal seemed to be having an out-of-body experience enhanced by special brownies
12385,3,0,1,2,2,Joba Chamberlain looks like a homeless guy that won a contest. #Yankees
12392,3,0,0,3,2,John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI
12394,3,0,0,3,2,Johnny Manziel just flipped somebody the bird...
12401,3,0,0,3,2,Jones and Iba&#241;ez are out of gas after giving it their all earlier in the first half. The call-ups should get more playing time #Yankees #MLB
12404,3,0,1,2,2,Jose Soto: Reflections of a former gay teabagger http://t.co/XtMMuzyK
12405,3,0,1,2,2,Josef just pitted. Slight possibility he can make it the remaining 67 laps but I highly doubt it. Will need yellow. #IndyFest
12407,3,0,1,2,2,"Js on my feet
12421,3,0,0,3,2,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?
12428,3,0,1,2,2,Just cleaned my fingernails with a knife. #hillbilly @shanemoses625
12434,3,0,1,2,2,Just got done taking some photos with brownie #flowcity
12441,3,0,0,3,2,Just hit 40 in flappy bird.&#128527;
12443,3,0,0,3,2,Just in case the day couldn't get better wife's Rav 4 had a flat and being the redneck I am I put 16 inch rims on it so there goes $200x2
12444,3,0,0,3,2,"Just killed 3 birds with 1 stone! Thank God I payed attention in my communication classes
12456,3,0,0,3,2,Just posted a photo @ Yankee Stadium http://t.co/yFLU32Xh
12457,3,0,0,3,2,Just purchased my first trenta iced coffee....this is a slippery slope
12462,3,0,0,3,2,Just saw a crow gallop across the road. #mmkay #wut &#128514;
12468,3,0,0,3,2,Just seen a pic comparison of Lou Holtz and he grandma off Beverly hillbillies and I can't stop crying tears of unfathomable hilarity.
12472,3,0,0,3,2,"Just spoke w/ @HispanicLinkNS legend
12476,3,0,0,3,2,Just stopped by the line up room @BeaLack still look like a doo wop singer.
12486,3,0,0,3,2,Just when I'm feeling totally useless in the world (another) baby bird found in need of #TLC Just call me #DrDolittle http://t.co/Trwmr3HG8v
12493,3,0,0,3,2,KFC biscuits trash now
12494,3,0,1,2,2,"KaasPiet
12500,3,1,0,2,2,Kanyeeeeeee is just a yard ape acting idiot!just stupid...
12528,3,0,0,3,2,Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.
12531,3,0,1,2,2,Kentucky Fried cater to da white folk. No colored menu
12534,3,0,0,3,2,Khloee's new backpack that we colored last night! &#127912; http://t.co/tYndjCsq
12545,3,0,1,2,2,Kill la kill was trash
12548,3,0,0,3,2,Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx
12554,4,0,1,3,2,"King
12560,3,1,0,2,2,Knock em down wit sum chunky &#128548;&#128299;
12578,3,0,0,3,2,"LA M&#193;QUINA
12581,3,0,1,2,2,LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe
12596,3,0,1,2,2,LMFAOOOOO BYE &#8220;@DatGuyBren: American sports trash. Soccer and Hockey the best sports.&#8221;
12602,3,0,1,2,2,"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers"
12603,3,1,0,2,2,LOL there's a talking monkey live on the internet! Will wonders never cease?
12605,3,0,0,3,2,"LOLOLOL RT @AjalaPilgrim: Freddy still have all the birds
12609,3,0,1,2,2,"Laat Zihni Ozdil met rust jullie gemene trollen
12617,3,0,0,3,2,Lakers are a purple and yellow garbage can
12619,3,0,0,3,2,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.
12633,3,0,0,3,2,"Laughing at my deck that they gave me
12635,3,0,0,3,2,Lauren &amp; I ate candy we found on the floor during class we are trash
12643,3,0,1,2,2,Leave it 2 #teabaggers 2 whine about infrastructure when they r the ones who won't pay for it. Waiting on god to fix it? #morningjoe
12646,3,0,0,3,2,Leave it up to me it would've been in the trash.... All of it.
12655,3,0,0,3,2,Legion of jig &#128557;&#128557;&#128557;
12674,3,0,0,3,2,Let the jig commence http://t.co/pqvJiEvqZa
12679,3,1,0,2,2,Let this white boy be ghetto&#127773;
12682,3,0,0,3,2,Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against
12683,3,0,0,3,2,"Let's cripple the vanity industry. How? Actually start liking who we are
12684,3,0,0,3,2,Let's go for the sweep!! #Yankees #SubwaySeries
12685,3,0,0,3,2,Let's just say the hotel I've been staying at isn't going to want this hand towel back. I had no idea I could turn 'em that shade of yellow.
12687,3,0,1,2,2,"Let's play ""What will the ghetto white girl with neck tattoos in front of me buy.""
12690,3,0,1,2,2,Lethal bird flu cocktail sent out of lab accidentally went unreported &#8211; CDC http://t.co/MO2m6q3xTt
12691,3,0,0,3,2,Lets finish strong Yankees
12692,3,0,0,3,2,Lets go #hoosiers #iubb &#127936; http://t.co/R6Te1dxP
12698,3,0,1,2,2,"Libs trash Saira Blair
12725,3,0,1,2,2,"Like Baathists before them
12759,3,0,1,2,2,Lil Kim really made herself trash smh &#128148;
12772,3,0,0,3,2,Lilly just tried to climb up a tree after a bird and completely failed oh my god &#128514;
12778,3,0,0,3,2,Literally in the middle of the ghetto and these people look scary
12780,3,0,0,3,2,Literally just got up and the first thing I did was chug a huge glass of water
12784,3,0,0,3,2,Little bitty bumble bee&#128029;&#128029; #bumblebee http://t.co/WgYL5UpjQq
12786,3,0,1,2,2,Little things can just kill a negros mood man
12787,3,0,1,2,2,Live birds found in Elmo doll at US-Mexico border (from @AP) http://t.co/JCH9HQVlPl
12799,3,0,1,2,2,Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds
12802,3,0,0,3,2,Lmao RT @iPOSTBADTWEETS: Lowkey Peyton Manning trash
12810,3,0,1,2,2,Lmao redskins turnin up
12813,3,1,0,2,2,"Lmao the shovel video is pretty awesome
12837,3,0,1,2,2,Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! &#128514;
12839,3,0,0,3,2,Lmaooo naw man RT @DipOnline Yo want in RT @HumbltonBanks: U serious bro?? lol RT @CheezMoeJenkinz 2-3:10am early bird special
12845,3,0,0,3,2,"Lmaoooo!!!!!!!!!!!! ""@King_Komo: A bird in the hand is worth two in the bush. http://t.co/50Ye6jAADU"""
12850,3,0,1,2,2,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?
12858,3,0,0,3,2,Lmfao RT @NYDailyNews: The New York @Yankees have won 27 World Series titles &#8211;&#160;the most of all-time.
12866,3,0,1,2,2,Lmfao no you didnt RT @SS4_Fresh: @vivelacourtney got cute new avi and all but she too old for colored contacts &#128073;&#128064;&#128584;
12882,3,0,1,2,2,Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj
12912,3,0,0,3,2,Lol colored contacts played out.
12916,3,0,0,3,2,Lol ike Turner http://t.co/8yNqYYaOjo
12943,3,0,0,3,2,Lol.. shut up! RT @ABrown252: @VonshayeB lmao early bird gets the worm
12948,6,0,0,6,2,Long yellow.
12970,3,0,0,3,2,Looking back I liked colored better. Let's go back to that
12971,3,0,0,3,2,Looking forward to #NCAA and #NBA basketball &#127936; in the states soon #iubb #hoosiers #pacers #PacerNation and of course breadsticks.
12973,3,0,0,3,2,Looks as if Federal Gun Laws to be proposed this week lack #AWB. Hope the #media and #antigun crowd choke on crow.
12974,3,0,1,2,2,Looks like a tool but is useful as a clay hammer #fag @hOPPondis http://t.co/K7wqlAWRwM
12975,3,0,0,3,2,Looks like the #Yankees will be competing with #Boston for the East cellar this year #MLB
12989,3,0,0,3,2,Love is a bird of flames. Thank you for that song @DAVID_LYNCH @chrysta_bell
13005,3,0,0,3,2,"MT: ""@DocKozlowski: Ted Cruz ""We are proud wacko birds"". #StandWithCruz #KeepCruzing"" is that a pun?"
13011,3,0,0,3,2,"Mace For Your Wife
13012,3,0,0,3,2,"Mad respect to Affleck for refusing to wear a Yankees cap
13017,3,0,0,3,2,Madea and this old hillbilly are hilarious together.
13018,3,0,0,3,2,Magellan? You suck at trash talk. @physguy2 @submix8c
13020,3,0,0,3,2,Majority of it is trash anyway.
13022,3,0,1,2,2,"Majority of the time
13030,3,0,0,3,2,Making brownies
13031,3,0,1,2,2,Making up Drake disses&gt;&gt; RT @RepMyCityX: @TyZebruh cant wait to call it trash and tell everyone that B L U will forver be the goat out of LA
13045,3,0,0,3,2,Man arrested after 40 opened nip bottles of vodka found in car http://t.co/VtusSbGHbR
13052,3,0,0,3,2,Man im glad im around to see the redskins go to the playoffs considering it only happens once in a lifetime #RedskinsBlow
13053,3,0,0,3,2,Man in zebra print dress robs bank http://t.co/3xaPAYzbge
13057,6,1,2,3,2,Man talk to em RT @StraightCash08: Of course nothing is wrong with applebee&#8217;s if you like trash food.
13071,3,0,0,3,2,"Man
13074,3,0,0,3,2,Mann are first game is 3 weeks from now can't wait - once a redskin always a redskin -
13077,3,0,0,3,2,Mannnn tonight feels like trash.
13079,3,0,1,2,2,Manual labor so trash
13080,3,0,0,3,2,Many people claiming slippery slope is now absolute are same ones who said slippery slope is an argument for the paranoid delusional. #tcot
13084,3,1,0,2,2,Marcus Smart belongs on the Celtics. Both trash. It was destiny.
13089,4,0,0,4,2,"Mark Teixeira finally stepping up
13092,6,0,0,6,2,"Mata'i ngeli
13097,3,0,0,3,2,"May the bird of paradise fly up your nose.
13098,6,1,0,5,2,"Maybe @barackobama is colored blind with his 'red lines' and all. Tough talk
13099,3,0,0,3,2,Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk
13110,3,0,0,3,2,"McCann
13111,3,0,1,2,2,McDonald's is hella trash to me now
13115,3,0,0,3,2,Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC
13126,3,0,0,3,2,Me and this song bird sang in the same HS gospel choir!! http://t.co/aJ5HwhpRwc
13128,3,0,0,3,2,Me gusta pollo so espa&#241;ol that. Lol. &#127831;
13135,3,0,0,3,2,"Me: downloads flappy bird*
13137,6,0,0,6,2,Meatloaf cream potatoes deer steak and gravy pinto beans and cornbread pear cobbler n bread pudding @ FHC
13140,3,0,0,3,2,"Meet India&#8217;s amazing
13146,3,0,0,3,2,Memorial Weekend early bird wine walk price is still available! We have 21 participating locations http://t.co/bBYoTneeBn
13147,3,0,0,3,2,Mentions probably look like a septic tank. RT @BillCosby: Go ahead. Meme me! http://t.co/2QttvwWICy #CosbyMeme http://t.co/72IMb6Rfzn
13155,3,0,0,3,2,Met a woman who was trying to feed a crow a Brazil nut
13159,3,0,1,2,2,Mi caldito de pollo estuvo incredible!! Ahora a snuggle con mi snuggie y mi hubby... Queeee riiikkooo...
13163,3,0,0,3,2,Miami's run defense is Alex Smith trash.
13176,3,0,0,3,2,Mint Oreos &gt;&gt;&gt;
13181,3,0,1,2,2,Mississippi state fans are the best to just mock. It's so easy. Poor state. It's hard getting wins against top 25 opponents. #FailState
13184,3,0,0,3,2,Mitt Romney hates big bird. Fascist.
13189,3,0,0,3,2,"Molly and Ellie need the teas
